455616242180.32,-0.26875791122437,0.01642775009369,0.12309482124732,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242190.32,-0.26973058502364,0.01605576420367,0.12371376970017,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242200.35,-0.27111016676579,0.01576044331592,0.12480538532595,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242210.36,-0.27300805470216,0.01562641591553,0.12626460901446,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242220.36,-0.27876357102578,0.01607117693246,0.13299983915601,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242230.37,-0.28082671518088,0.01594958082852,0.13456017008093,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242240.38,-0.28308263652998,0.01567817608586,0.13605396704566,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242250.39,-0.28855654515492,0.01586929139610,0.14232518422869,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242260.40,-0.29249404819061,0.01601926201231,0.14605180308505,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242270.41,-0.29528638926921,0.01616826298265,0.14890850206368,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242280.42,-0.29753462922084,0.01620257289530,0.15125858115881,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242290.43,-0.30023116803103,0.01634999188035,0.15669249456289,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242300.44,-0.30450712475036,0.01645457402220,0.15874076740046,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242310.45,-0.30809837682669,0.01602360591201,0.16079172723641,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242320.45,-0.31032569165831,0.01570972099538,0.16345373871079,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242330.45,-0.31037893509527,0.01583831820686,0.16410953877618,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242340.48,-0.31208558636322,0.01800848899822,0.16179797954275,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242350.48,-0.31337281305042,0.02145789911140,0.16030077094158,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242360.49,-0.31489745992591,0.02519805108899,0.15857843060459,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242370.51,-0.31935694963403,0.02894782123695,0.15687542225785,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242380.50,-0.32436477693328,0.03229126657142,0.15545970179597,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242390.51,-0.33058944151763,0.03566295435979,0.15467472168320,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242400.54,-0.33754356451195,0.03927310336664,0.15411976672342,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242410.54,-0.34536851270895,0.04330633486161,0.15391143202471,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242420.55,-0.35331439907403,0.04766908960547,0.15335189527468,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242430.57,-0.36114376666220,0.05222882623096,0.15283746040955,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242440.59,-0.36785247549453,0.05662851155570,0.15227009180837,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242450.60,-0.37379094151654,0.06042844779537,0.15225215499521,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242460.60,-0.37652377871139,0.06281925648156,0.15090273964022,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242470.62,-0.37709441884790,0.06388725410895,0.14914820589434,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242480.63,-0.37528086595236,0.06379769985663,0.14728378730291,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242490.63,-0.37491600799828,0.06345927777064,0.14646392040099,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242500.57,-0.36958210971069,0.06228262687551,0.14471356441358,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242510.58,-0.36360897559101,0.06100767959393,0.14339942702806,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242520.59,-0.35861786631041,0.05979429524403,0.14247134074468,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242530.60,-0.35536023696258,0.05881043169990,0.14281843259672,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242540.61,-0.35324719509207,2.80348808745260,0.14317833869199,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242550.62,-0.35188303446245,2.80319051476040,0.14420550098619,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242560.63,-0.35055535801999,2.80304456166790,0.14572697830924,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242570.64,-0.35299639160703,2.80332464270680,0.15015717774365,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242580.66,-0.35006858059788,2.80261662669460,0.15200659431818,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242590.66,-0.34669457181760,2.80159176939190,0.15327203373232,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242600.67,-0.34351368432375,2.80025755323690,0.15341553291001,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242610.67,-0.34466979678254,2.79898324751130,0.15613043541501,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242620.69,-0.34333591709491,2.79681638788580,0.15477100187062,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242630.70,-0.34600576612101,2.79489280367500,0.15306530538373,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242640.72,-0.35570334141245,2.79336808480560,0.15160808070709,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242650.72,-0.37322361021426,2.79254726407820,0.15133094801607,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242660.73,-0.39846724044809,2.79289808033210,0.15282516149524,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242670.73,-0.43051901054694,2.79432236369510,0.15626829596799,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242680.75,-0.46711838301891,2.79658905052570,0.16179737263791,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242690.76,-0.50626671335061,2.79973086744640,0.16861847648753,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242700.77,-0.54639986466965,2.80318397459570,0.17562756062040,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242710.78,-0.58697980923447,2.80615266821230,0.18240746679996,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242720.79,-0.62977117368923,2.80785471774620,0.18934837795431,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242730.79,-0.67597675659509,2.80803131723360,0.19768215115616,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242740.81,-0.72638492456235,2.80662702822620,0.20840946491201,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242750.82,-0.78496876842458,2.80360469029310,0.22315407759374,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242760.83,-0.85410280951574,2.79984010484050,0.24387828168510,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242770.84,-0.93112510591723,2.79743308681410,0.27052394142092,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242780.85,-1.00924331681790,2.79643588263620,0.29983779474641,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242790.87,-1.08113125029840,2.79551119495290,0.32777815744359,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242800.88,-1.13862186731620,2.79367860386520,0.35080454042986,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242810.88,-1.17434233405780,2.78987626100100,0.36534459351381,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242820.89,-1.18485042128380,2.78263880064500,0.37055005013762,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242830.91,-1.17383376055020,2.77278723369430,0.36864822646028,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242840.91,-1.14853496696120,2.76294390468480,0.36256379586070,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242850.92,-1.11544097608070,2.75557866152860,0.35525966422067,0.5,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242860.93,-1.07988179939920,2.75190567482790,0.34883519611986,1,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242870.93,-1.04337140633750,2.75151227703310,0.34359894239523,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242880.95,-1.00494333179220,2.75277823619410,0.33843410265931,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
455616242890.96,-0.96457470390337,2.75385337024500,0.33193488958709,0,2,4,3.2,32,37,44,7,4.1,5,7,13,167
