70.29761,-80.30805,13.761927
80.7381,88.84665,-0.4941308
103.91639,89.57664,-23.674112
120.00478,89.701294,-39.76287
139.40703,89.806175,-61.632637
137.56143,89.79158,-59.78703
136.63457,89.7842,-58.860165
136.19223,89.77795,-58.417774
128.21393,89.82196,-50.901775
133.8941,89.783295,-56.58236
134.87436,89.77358,-57.562622
135.10765,89.77272,-57.795906
135.04236,89.7651,-57.730625
133.93192,89.76677,-56.620186
133.73048,89.76677,-56.41875
133.73048,89.76677,-56.41875
133.58057,89.76677,-56.268826
133.58057,89.76677,-56.268826
133.58057,89.76677,-56.268826
133.58057,89.76677,-56.268826
133.48708,89.76593,-56.17534
133.48708,89.76593,-56.17534
133.48708,89.76593,-56.17534
133.48708,89.76593,-56.17534
133.48708,89.76593,-56.17534
134.6154,89.763435,-57.30367
134.70256,89.76261,-57.390816
135.50409,89.75853,-58.19227
134.56487,89.75933,-57.253048
135.33725,89.75771,-58.025436
135.16414,89.75853,-57.852325
134.56487,89.75933,-57.253048
135.86555,89.74977,-58.55374
136.73442,89.748215,-59.422604
136.86708,89.748215,-59.555275
136.84789,89.74512,-59.536163
136.9456,89.744354,-59.633877
137.72588,89.744354,-60.414143
136.80031,89.74131,-59.48859
137.34813,89.740555,-60.036407
137.34813,89.740555,-60.036407
137.34813,89.740555,-60.036407
137.64821,89.740555,-60.33649
137.64821,89.740555,-60.33649
137.2889,89.73981,-59.97717
136.77887,89.73756,-59.46715
137.03833,89.7346,-59.726616
136.50497,89.73239,-59.19326
136.50497,89.73239,-59.19326
136.74094,89.73166,-59.42921
136.7445,89.730934,-59.43278
136.7445,89.730934,-59.43278
136.74805,89.7302,-59.43634
136.74805,89.7302,-59.43634
136.77908,89.72948,-59.46736
136.77908,89.72948,-59.46736
136.73793,89.72948,-59.426205
136.73793,89.72948,-59.426205
136.73793,89.72948,-59.426205
136.8202,89.72875,-59.508488
136.71072,89.728035,-59.399006
136.71072,89.728035,-59.399006
136.84073,89.72875,-59.52901
136.8679,89.728035,-59.556175
136.80301,89.72732,-59.491276
136.76216,89.7266,-59.45044
137.20432,89.725174,-59.892605
137.20432,89.725174,-59.892605
137.2915,89.724464,-59.97978
137.2915,89.724464,-59.97978
137.2915,89.724464,-59.97978
137.2915,89.724464,-59.97978
137.2031,89.724464,-59.891373
137.2031,89.724464,-59.891373
137.2031,89.724464,-59.891373
138.50069,89.73239,-61.18896
137.11775,89.73166,-59.806023
137.91476,89.740555,-60.602962
137.40956,89.73386,-60.097748
137.50455,89.728035,-60.192825
138.13777,89.724464,-60.82605
138.13777,89.724464,-60.82605
138.36656,89.7266,-61.054836
137.98694,89.72875,-60.675213
137.98694,89.72875,-60.675213
138.10228,89.72875,-60.79056
138.10228,89.72875,-60.79056
138.21321,89.72732,-60.901485
138.21321,89.72732,-60.901485
138.21321,89.72732,-60.901485
138.21321,89.72732,-60.901485
138.36375,89.728035,-61.052044
138.36375,89.728035,-61.052044
139.31093,89.7266,-61.99921
139.31093,89.7266,-61.99921
139.57825,89.724464,-62.266533
139.42458,89.723755,-62.112854
139.57541,89.723045,-62.263676
139.71495,89.723045,-62.403225
139.71495,89.723045,-62.403225
138.5062,89.72732,-61.194473
137.56604,89.73239,-60.25432
137.42458,89.73386,-60.112766
137.14009,89.73534,-59.828285
137.15842,89.73534,-59.84661
137.15842,89.73534,-59.84661
137.06546,89.73756,-59.75365
137.06546,89.73756,-59.75365
137.06546,89.73756,-59.75365
137.06546,89.73756,-59.75365
136.76437,89.742836,-59.452568
136.62808,89.74744,-59.316273
136.62808,89.74744,-59.316273
136.96329,89.74899,-59.651463
137.50407,89.75056,-60.192265
138.292,89.74512,-60.980194
139.27397,89.74512,-61.962173
138.65038,89.746666,-61.338573
138.50616,89.746666,-61.194347
138.23352,89.746666,-60.921715
138.41852,89.75134,-61.106712
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.32245,89.75213,-61.01064
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.26192,89.75213,-60.9501
138.1313,89.75213,-60.81948
138.1313,89.75213,-60.81948
138.1313,89.75213,-60.81948
138.1313,89.75213,-60.81948
138.1313,89.75213,-60.81948
138.1313,89.75213,-60.81948
137.27557,89.7553,-59.96376
135.12434,89.75691,-57.81253
135.12434,89.75691,-57.81253
135.318,89.75933,-58.00618
136.36559,89.7545,-59.053776
136.20345,89.75134,-58.891624
136.85573,89.74744,-59.543903
138.42462,89.73905,-61.112804
138.2995,89.738304,-60.987694
138.2995,89.738304,-60.987694
138.38136,89.73756,-61.06956
138.38136,89.73756,-61.06956
138.38136,89.73756,-61.06956
138.38136,89.73756,-61.06956
138.38136,89.73756,-61.06956
138.40948,89.73682,-61.097675
138.43747,89.73607,-61.125652
137.86893,89.73534,-60.557114
137.86893,89.73534,-60.557114
137.86893,89.73534,-60.557114
137.70921,89.73386,-60.397396
137.70921,89.73386,-60.397396
137.70921,89.73386,-60.397396
137.95714,89.73166,-60.645317
137.95714,89.73166,-60.645317
137.95714,89.73166,-60.645317
137.95714,89.73166,-60.645317
138.01816,89.7302,-60.70644
138.01816,89.7302,-60.70644
138.01842,89.72948,-60.7067
138.134,89.72732,-60.82229
138.134,89.72732,-60.82229
138.21695,89.72732,-60.905235
136.84709,89.7266,-59.535366
135.65508,89.72164,-58.343353
135.81596,89.72164,-58.50424
135.55649,89.72024,-58.244766
135.53958,89.719536,-58.227867
135.6616,89.72024,-58.349895
135.56357,89.71884,-58.25185
135.27776,89.7302,-57.965942
135.0175,89.72948,-57.705692
135.1702,89.72948,-57.85839
135.1702,89.72948,-57.85839
135.37848,89.72875,-58.06666
135.48717,89.728035,-58.175343
136.31442,89.72875,-59.00261
136.46135,89.72875,-59.14953
136.58435,89.728035,-59.272533
137.24133,89.7266,-59.92951
137.26718,89.7302,-59.95537
137.10153,89.72948,-59.789722
137.10153,89.72948,-59.789722
137.01193,89.72875,-59.700123
137.01193,89.72875,-59.700123
137.01193,89.72875,-59.700123
137.01193,89.72875,-59.700123
137.44595,89.72732,-60.134148
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
138.06702,89.72588,-60.755207
137.95694,89.72588,-60.645134
137.95694,89.72588,-60.645134
137.95694,89.72588,-60.645134
